Provinsi,Jenis Faskes,Nama Faskes,Alamat Faskes
DKI JAKARTA,"Puskesmas","KEL. TOMANG","JL. PULO MACAN V/40, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","KEC. KEMBANGAN","JL. RAYA KEMBANGAN NO.53, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","KEL. KEMBANGAN UTARA","JL. RAYA KEMBANGAN 008/002, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","KEL. KEMBANGAN SELATAN","JL. RAYA KEMBANGAN SELATAN, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","KEL. MERUYA UTARA","JL. MERUYA UTARA, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","KEL. MERUYA SELATAN I","JL. RAYA MERUYA SELATAN 01/01, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","KEL. MERUYA SELATAN II","JL. H. SAABA KOMP PERUM WALIKO, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","KEL. JOGLO I","JLN. AL MUBAROK LL, RT. 01/08, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","KEL. JOGLO II","JL. RAYA JOGLO, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","KEL. SRENGSENG","JL. RAYA SRENGSENG NO 2A, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","KEL. PULAU KELAPA","PULAU KELAPA, KAB. KEP. SERIBU"
DKI JAKARTA,"Puskesmas","KEL. PULAU PANGGANG","JL.DEMAGA UTARA PULAU PANGGANG, KAB. KEP. SERIBU"
DKI JAKARTA,"Puskesmas","KEL. PULAU TIDUNG","PULAU TIDUNG, KAB. KEP. SERIBU"
DKI JAKARTA,"Puskesmas","KEL. PULAU UNTUNG JAWA","JL. BOUGENVILLE P UNTUNG JAWA, KAB. KEP. SERIBU"
DKI JAKARTA,"Puskesmas","KEC. PENJARINGAN","JL. TELUK GONG RAYA NO. 2, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. KAMAL MUARA","JL. KAMAL MUARA RAYA, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. KAPUK MUARA","JL. SMP 122 NO.2, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. PEJAGALAN","JL. KURA NO. 02, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. PENJARINGAN I","JL. PLUIT RAYA SELATAN NO. 2, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. PENJARINGAN II","JL. RAWA BEBEK  PASAR ROYAL, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. PLUIT","JL. MUARA ANGKE  , KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEC. PADEMANGAN","JL. PADEMANGAN 2 GG. 22 NO. 2, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. ANCOL","JL. ANCOL BARAT III, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. PADEMANGAN BARAT I","JL.AMPERA BESAR, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. PADEMANGAN BARAT II","JL. BUDI MULIA, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. PADEMANGAN TIMUR","JL. PADEMANGAN II GG. 22  NO.2, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEC. TANJUNG PRIOK","JL PAPANGGO IIB NO 69, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. SUNTER JAYA I","JL.SUNTER JAYA IV A, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. SUNTER JAYA II","JL.KOMP.KEBERSIHAN DKI SUNTER, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. PAPANGGO I","JL. WARAKAS X  Gg D/69, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. SUNGAI BAMBU","JL.SUNGAI BAMBU IV NO.24, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. KEBON BAWANG I","JL.SWASEMBADA BRT VII/2, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. KEBON BAWANG II","JL.SWASEMBADA TMR VI/1, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. KEBON BAWANG III","JL.SWASEMBADA BARAT II/83, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. TANJUNG PRIOK","JL.BAHARI III/65, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. SUNTER AGUNG I","JL.BAMBU KUNING I GG.II, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. SUNTER AGUNG II","JL.AGUNG BARAT NO.25 BLK.B, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. SUNTER AGUNG III","JL.KOMP.BI TAMAN NYIUR BLOK P, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. WARAKAS","JL.WARAKAS IX/13, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. PAPANGGO II","JL BISMA RAYA KOMPKEL.PAPANGGO, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEC. KOJA","JL. MAHONI NO. 9, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. KOJA","JL.DELI LORONG 28 NO.2, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. LAGOA","JL.MENTENG TERUSAN NO 1, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. TUGU UTARA I","JL. MAHONI UJUNG NO.1, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. TUGU UTARA II","JL. A GG.VIII BLOK R KOJA, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. TUGU SELATAN","JL. BEND. MELAYU SELATAN NO.1,, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. RAWA BADAK I","JL.RAWA BADAK BARAT NO.38, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. RAWA BADAK II","JL.RAWABINANGUN V 37, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEC. KELAPA GADING","JL.PELEPAH ELOK BLOK HF NO7, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. KLP GADING TIMUR I","KOMP.PERDAGANGAN KLP.GADING, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. KLP GADING TIMUR II","JL.MERAH JAMBU BLOK EJ 1 NO 22, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. PEGANGSAAN DUA","JL.KESADARAN, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEC. CILINCING","JLN SUNGAI LANDAK NO 26 , KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. KALI BARU","JL. KALIBARU TIMUR I NO.50, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. CILINCING I","JL.PASAR PAGI NO.11A CILINCING, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. CILINCING II","JL.SUNGAI LANDAK NO.26, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. SEMPER BARAT I","JL.DUREN NO.49 SEMPER BARAT, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. SEMPER BARAT II","JL.TIPAR CAKUNG NO.18, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. SEMPER BARAT III","JL. PEPAYA V SEMPER BARAT, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. MARUNDA","JL.MARUNDA BARU KAV.09/02, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. SUKAPURA","JL. TIPAR CAKUNG SUKAPURA, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","KEL. ROROTAN","JL. ROROTAN IX  NO.4, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","PPK LAIN-LAIN","update manual by TSI, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","POS 2 IMUNISASI PKM KEC CENGKARENG"," jl kamar raya No 2 kel cengkareng barat, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","Kel.Cideng","Jl.Kyai Caringin No.6A, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Kel.Cempaka Putih Timur","Jl.Cempaka Putih Tengah 14 No.10 RT.05/05 Kel.Cempaka Putih Timur Kec.Cempaka Putih, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Kel. Gunung Sahari Utara","Jl.Gunung Sahari Utara No.7A Kel.Gunung Sahari Utara Kec.Sawah Besar, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Kel.Kebon Sirih","Jl.H.Agus Salim No.19A RT.01/01 Kel.Kebon Sirih Kec.Menteng, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Puskesmas Induk Pos Kel. Bambu Apus I ","JL. MINI III, KOTA JAKARTA TIMUR"
DKI JAKARTA,"Puskesmas","Puskesmas Induk Pos Kel. Munjul ","JL. DALANG , KOTA JAKARTA TIMUR"
DKI JAKARTA,"Puskesmas","Kel. Lubang Buaya Pos 2","JL. SPG 7 NO.5, KOTA JAKARTA TIMUR"
DKI JAKARTA,"Puskesmas","Kec. Kramat Jati Pos 2","HALAMAN PAVILIUN MUTIARA CINTA
JL. LANGGAR  RT 6 /10, KOTA JAKARTA TIMUR"
DKI JAKARTA,"Puskesmas","POS 1 IMUNISASI PKM KEC. TAMANSARI","Jl. Blustru No.1 Kel. Mangga Besar Kec. Tamansari, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 2 IMUNISASI PKM KEC. TAMANSARI","Jl. Blustru No.1 Kel. Mangga Besar Kec. Tamansari, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 3 IMUNISASI PKM KEC. TAMANSARI","Jl. Blustru No.1 Kel. Mangga Besar Kec. Tamansari, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 4 IMUNISASI PKM KEC. TAMANSARI","Jl. Blustru No.1 Kel. Mangga Besar Kec. Tamansari, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 1 IMUNISASI PKM KEC. KEBON JERUK","Jl. Raya Kebon Jeruk No. 2 Jakarta Barat, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 2 IMUNISASI PKM KEC. KEBON JERUK","Jl. Raya Kebon Jeruk No. 2 Jakarta Barat, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 3 IMUNISASI PKM KEC. KEBON JERUK","Jl. Raya Kebon Jeruk No. 2 Jakarta Barat, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 4 IMUNISASI PKM KEC. KEBON JERUK","Jl. Raya Kebon Jeruk No. 2 Jakarta Barat, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 1 PUSKESMAS KEC. TAMBORA","Jl. Krendang Utara No. 4 Jakarta Barat, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 2 PUSKESMAS KEC. TAMBORA","Jl. Krendang Utara No. 4 Jakarta Barat, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 1 PUSKESMAS KEL. PALMERAH 2","Jl. Rawa Belong 2E No 2 rt 005/10 palmerah, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 2 PUSKESMAS KEL. PALMERAH 2","Jl. Rawa Belong 2E No 2 rt 005/10 palmerah, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 3 PUSKESMAS KEL. PALMERAH 2","Jl. Rawa Belong 2E No 2 rt 005/10 palmerah, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 4 PUSKESMAS KEL. PALMERAH 2","Jl. Rawa Belong 2E No 2 rt 005/10 palmerah, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 1 PUSKESMAS KEL. MERUYA SELATAN 1","Jl. Meruya Selatan  Rt 4 rw 1 kec. Kembangan, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 2 PUSKESMAS KEL. MERUYA SELATAN 1","Jl. Meruya Selatan  Rt 4 rw 1 kec. Kembangan, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 3 PUSKESMAS KEL. MERUYA SELATAN 1","Jl. Meruya Selatan  Rt 4 rw 1 kec. Kembangan, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 4 PUSKESMAS KEL. MERUYA SELATAN 1","Jl. Meruya Selatan  Rt 4 rw 1 kec. Kembangan, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 1 IMUNISASI PKM KEC. GROGOL PETAMBURAN","Taman Duta Mas Jl. Wijaya III No.14, RT.9/RW.9, Wijaya Kusuma, Grogol petamburan, Jakarta Barat, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS VAKSIN GROGOL PETAMBURAN POS 2","Jl Wijaya III Rw 09 kel Wijaya Kusuma Kec Grogol Petamburan, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 1 IMUNISASI PKM KEC. CENGKARENG","Jl. Kamal Raya No.2, RT.8/RW.7, Cengkareng Bar., Kecamatan Cengkareng, Jakarta Barat, 11730, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","2 POS IMUNISASI PKM KEC. CENGKARENG","Jl. Kamal Raya No.2, RT.8/RW.7, Cengkareng Bar., Kecamatan Cengkareng, Jakarta Barat, 11730, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS IMUNISASI PKM KEL. KALIDERES 2","Jl. Kumbang Raya No.45, RT.3/RW.18, Pegadungan, Kec. Kalideres, Jakarta Barat, 11830, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","KEL TANAH SEREAL","Jl. Tanah Sereal XVIII No.65A, RT.4/RW.7, Tanah Sereal, Kec. Tambora, Kota Jakarta Barat, 11210, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS IMUNISASI DURI KOSAMBI","Jl. Raya Duri Kosambi No.89, RT.1/RW.1, Duri Kosambi, Kecamatan Cengkareng, Jakarta Barat, 11750, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","PUSLING TANJUNG BARAT ","JL Nangka Rt 05/ Rw 05 Kel. Tanjung Barat
, KOTA JAKARTA SELATAN"
DKI JAKARTA,"Puskesmas","Kel. Kebon Manggis","JL. TM Slamet Riyadi II No.1 Rt 05 / 04, KOTA JAKARTA TIMUR"
DKI JAKARTA,"Puskesmas","Pos 5 Puskesmas Kel. Palmerah 2","Komplek Sandang Palmerah RT 05 RW 10 Palmerah, Jakarta Barat , KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 5 PUSKESMAS KEL PALMERAH II","Jl Rawa Belong 2E No 2 RT 005 RW 010 palmerah, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 1 PUSKESMAS KEL RAWA BUAYA","Jl. H. Untung No.55, RT.2/RW.04, Rw. Buaya, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","Pos Kesehatan Pulau Pari","Jln. Kesehatan RT/RW 02/04 Kelurahan Pulau Pari, KAB. KEP. SERIBU"
DKI JAKARTA,"Puskesmas","Puskesmas Rusun Marunda","Rusunawa Marunda Cluster B8 lantai dasar, KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","Puskesmas Kelurahan Semper Timur","JL RAWA MALANG N0 09 RT 006 RW 010 , KOTA JAKARTA UTARA"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Kemayoran POS 1","JL HARAPAN MULIA BARAT N0 1 RT 05 RW 04 KEL HARAPAN MULIA KEC KEMAYORAN, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Kemayoran POS 2","JL HARAPAN MULIA BARAT N0 1 RT 05 RW 04 KEL HARAPAN MULIA KEC KEMAYORAN, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Kemayoran POS 3","JL HARAPAN MULIA BARAT N0 1 RT 05 RW 04 KEL HARAPAN MULIA KEC KEMAYORAN, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Pos Serbuan Vaksinasi Covid Cengkareng ","Pos Serbuan Vaksinasi Covid Cengkareng , KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","Puskesmas Menteng","Jl Pegangsaan Barat No14 RT 16 RW 5 Menteng, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Sawah Besar","Jl Mangga Dua Dalam K No 13 RT 1 RW 12 Mangga Dua Sel, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Pos Puskesmas Kec Pancoran","Jl Potlot 2 no 6 durentiga, KOTA JAKARTA SELATAN"
DKI JAKARTA,"Puskesmas","Puskesmas Kec Pulogadung Pos2","Kecamatan Pulo Gadung, KOTA JAKARTA TIMUR"
DKI JAKARTA,"Puskesmas","Puskesmas Kec Jatinegara Pos2","Jl Matraman Raya No220Kel Balimester Ke Jatinegara, KOTA JAKARTA TIMUR"
DKI JAKARTA,"Puskesmas","Puskesmas Kec Matraman Pos2","jl pisangan baru tengah no 2a, KOTA JAKARTA TIMUR"
DKI JAKARTA,"Puskesmas","Pos 1 Puskesmas Kec Kebayoran Baru","Jl Iskandarsyah Raya No 105 Melawai, KOTA JAKARTA SELATAN"
DKI JAKARTA,"Puskesmas","Pos 2 Puskesmas Kec Kebayoran Baru","Jl Iskandarsyah Raya No 105 Melawai, KOTA JAKARTA SELATAN"
DKI JAKARTA,"Puskesmas","Puskesmas Kec Pasar Rebo Pos2","Pasar Rebo, KOTA JAKARTA TIMUR"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Gambir Pos 1","Jl Cideng Timur I No 13 RT 6 RW 6 Petojo Utara, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Gambir Pos 2","Jl Cideng Timur I No 13 RT 6 RW 6 Petojo Utara, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","POS 5 IMUNISASI PKM KEC KEBON JERUK","Jl Raya Kebon Jeruk No 2 RT 9 RW 1 Kelurahan Kebon Jeruk, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kramat Jati Pos3","Kramat Jati, KOTA JAKARTA TIMUR"
DKI JAKARTA,"Puskesmas","Puskesmas Kramat Jati Pos4","Kramat Jati, KOTA JAKARTA TIMUR"
DKI JAKARTA,"Puskesmas","Puskesmas Kec Ciracas Mobile","Jl H Baping Ciracas, KOTA JAKARTA TIMUR"
DKI JAKARTA,"Puskesmas","Puskesmas Kec Cipayung Dinamis","Kecamatan Cipayung, KOTA JAKARTA TIMUR"
DKI JAKARTA,"Puskesmas","Puskesmas Kec Cipayung Pos2","Kecamatan Cipayung, KOTA JAKARTA TIMUR"
DKI JAKARTA,"Puskesmas","POS 3 IMUNISASI PKM KEC GROGOL PETAMBURAN","Taman Duta Mas Jl Wijaya III No 14, RT 9 RW 9, Wijaya Kusuma, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 4 IMUNISASI PKM KEC GROGOL PETAMBURAN","Taman Duta Mas Jl Wijaya III No 14, RT 9 RW 9, Wijaya Kusuma, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 6 IMUNISASI PKM KEC KEBON JERUK","Jl Raya Kebon Jeruk No 2 RT 9 RW 1 Kelurahan Kebon Jeruk, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 7 IMUNISASI PKM KEC KEBON JERUK","Jl Raya Kebon Jeruk No 2 RT 9 RW 1 Kelurahan Kebon Jeruk, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 8 Vaksinasi PKC Kebon Jeruk","JL Raya Kebon Jeruk No 2, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","PUSKESMAS KELURAHAN KALIANYAR","Jl Kalianyar 4 No 10, Kelurahan Kalianyar RT 5 RW 3, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","PKL DURI SELATAN","Jl Duri Utara II No 23, RT 12 RW 1, Duri Utara, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","PKL JEMBATAN LIMA","Krendang Utara No 04, RT 8 RW 3, Krendang, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Tanah Abang","JL Danau Toba Blok A no 1, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","POS 9 IMUNISASI PKM KEC KEBON JERUK","Jalan Raya Kebon Jeruk No 2, RT 9 RW 1, Kebon Jeruk, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 10 IMUNISASI PKM KEC KEBON JERUK","Jalan Raya Kebon Jeruk No 2, RT 9 RW 1, Kebon Jeruk, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","Dokter Nurul Clinic Karang Tengah","Jl Taman sari 1 No 9A Cilandak, lebak bulus, jakarta selatan, KOTA JAKARTA SELATAN"
DKI JAKARTA,"Puskesmas","POS 11 IMUNISASI PKM KEC KEBON JERUK","Jl Raya Kebon Jeruk No 2 RT 9 RW 1 Kelurahan Kebon Jeruk, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 12 IMUNISASI PKM KEC KEBON JERUK","Jl Raya Kebon Jeruk No 2 RT 9 RW 1 Kelurahan Kebon Jeruk, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 13 IMUNISASI PKM KEC KEBON JERUK","Jl Raya Kebon Jeruk No 2 RT 9 RW 1 Kelurahan Kebon Jeruk, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS 14 IMUNISASI PKM KEC KEBON JERUK","Jl Raya Kebon Jeruk No 2 RT 9 RW 1 Kelurahan Kebon Jeruk, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Cakung Pos2","Jl Raya Bekasi Km 18 rt 03 rw 11 kel Jatinegara Kec Cakung, KOTA JAKARTA TIMUR"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Sawah Besar Luar Gedung","Jalan Mangga Dua Dalam K No 13 Kelurahan Mangga Dua Selatan, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Pos PKC Tebet","Jl Tebet Timur II No 6 Tebet Timur, KOTA JAKARTA SELATAN"
DKI JAKARTA,"Puskesmas","The Casablanca PKC Tebet","Jl Casablanca Raya, Jl  H Kavling No 88, Menteng Dalam  Kec Tebet, , KOTA JAKARTA SELATAN"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Kemayoran POS 4","JL HARAPAN MULIA BARAT N0 1 RT 05 RW 04 KEL HARAPAN MULIA , KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Tanah Abang POS 3","Jl Danau Toba Blok A No 1 Kelurahan Bendungan Hilir, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Tanah Abang POS 4","Jl Danau Toba Blok A No 1 Kelurahan Bendungan Hilir, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Tanah Abang POS 2","JL Danau Toba Blok A no 1, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","POS 1 IMUNISASI PKM KEC KALIDERES","Jl Tj Pura No 14 RT 06 RW 05 Pegadungan, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Kemayoran POS 5","JL HARAPAN MULIA BARAT N0 1 RT 05 RW 04 KEL HARAPAN MULIA KEC KEMAYORAN, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","POS GOR OTISTA PKM JATINEGARA","Jalan Otista Kecamatan Jatinegara, KOTA JAKARTA TIMUR"
DKI JAKARTA,"Puskesmas","POS 2 IMUNISASI PKM KEC GROGOL PETAMBURAN","Jl Wijaya 1 Taman Duta Mas Jl Wijaya III No 14 RW 9 Wijaya Kusuma, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","POS VAKSIN PLAZA SLIPI JAYA","Letjen S Parman St RT 14 RW 1 Kemanggisan, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","Pos Vaksinasi BPPSDM Kemenkes RI Hang Jebat","BBPK Jl Hang Jebat No F3 RW 8 Gunung Kec Kebayoran Baru , KOTA JAKARTA SELATAN"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Tanah Abang POS 5","JL Danau Toba Blok A no 1, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Kemayoran POS 6","JL HARAPAN MULIA BARAT N0 1 RT 05 RW 04 KEL HARAPAN MULIA, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Tanah Abang POS 6","JL Danau Toba Blok A no 1, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Pos Vaksin I Puskesmas Pasar Minggu","Jl Kebagusan Raya No 4, KOTA JAKARTA SELATAN"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Senen POS 2","Jl Kramat VII No 31 Kenari, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Senen POS 3","Jl Kramat VII No 31 Kenari, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Senen POS 4","Jl Kramat VII No 31 Kenari, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Menteng Pos 2","jl pegangsaan barat no 14, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Sawah Besar Pos 3","Jl Mangga Dua Blok K No 13 Mangga Dua Selatan, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Sawah Besar Pos 2","Jl Mangga Dua Blok K No 13 Mangga Dua Selatan, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Menteng Polres","jl pegangsaan barat no 14, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Kemayoran Pos 7","Jl Harapan Mulia Barat No 1, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","Puskesmas Kecamatan Kemayoran Pos 8","Puskesmas Kecamatan Kemayoran Pos 8, KOTA JAKARTA PUSAT"
DKI JAKARTA,"Puskesmas","POS VAKSIN PKC KALIDERES","POS VAKSIN PKC KALIDERES, KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","Pos Dinamis 1 PKC Kalideres ","Pos Dinamis 1 PKC Kalideres , KOTA JAKARTA BARAT"
DKI JAKARTA,"Puskesmas","Pos Dinamis 2 PKC Kalideres ","Pos Dinamis 2 PKC Kalideres , KOTA JAKARTA BARAT"
